shape of train set: 750
device : cuda
Epoch [1/150]	Batch [5/23]	Sample [160/750]	Loss: 1.922495	ClaTraAcc: 15.62%	CalValAcc: 17.33%	RegTraAcc: 0.00%	RegValAcc: 2.67%
Epoch [1/150]	Batch [10/23]	Sample [320/750]	Loss: 1.842702	ClaTraAcc: 17.71%	CalValAcc: 18.67%	RegTraAcc: 1.04%	RegValAcc: 5.33%
Epoch [1/150]	Batch [15/23]	Sample [480/750]	Loss: 1.693713	ClaTraAcc: 21.02%	CalValAcc: 13.33%	RegTraAcc: 19.32%	RegValAcc: 64.00%
Epoch [1/150]	Batch [20/23]	Sample [640/750]	Loss: 1.644591	ClaTraAcc: 20.90%	CalValAcc: 18.67%	RegTraAcc: 41.60%	RegValAcc: 94.67%
Epoch [1/150]	Batch [23/23]	Sample [750/750]	Loss: 1.673975	ClaTraAcc: 21.13%	CalValAcc: 18.67%	RegTraAcc: 53.27%	RegValAcc: 92.00%
Epoch [2/150]	Batch [5/23]	Sample [160/750]	Loss: 1.650652	ClaTraAcc: 21.88%	CalValAcc: 17.33%	RegTraAcc: 96.88%	RegValAcc: 96.00%
Epoch [2/150]	Batch [10/23]	Sample [320/750]	Loss: 1.648045	ClaTraAcc: 22.40%	CalValAcc: 14.67%	RegTraAcc: 96.88%	RegValAcc: 93.33%
Epoch [2/150]	Batch [15/23]	Sample [480/750]	Loss: 1.639045	ClaTraAcc: 23.58%	CalValAcc: 20.00%	RegTraAcc: 96.31%	RegValAcc: 86.67%
Epoch [2/150]	Batch [20/23]	Sample [640/750]	Loss: 1.642660	ClaTraAcc: 24.80%	CalValAcc: 18.67%	RegTraAcc: 96.48%	RegValAcc: 96.00%
Epoch [2/150]	Batch [23/23]	Sample [750/750]	Loss: 1.624895	ClaTraAcc: 25.60%	CalValAcc: 20.00%	RegTraAcc: 96.88%	RegValAcc: 96.00%
Epoch [3/150]	Batch [5/23]	Sample [160/750]	Loss: 1.629745	ClaTraAcc: 43.75%	CalValAcc: 14.67%	RegTraAcc: 96.88%	RegValAcc: 96.00%
Epoch [3/150]	Batch [10/23]	Sample [320/750]	Loss: 1.623810	ClaTraAcc: 31.77%	CalValAcc: 20.00%	RegTraAcc: 98.44%	RegValAcc: 96.00%
Epoch [3/150]	Batch [15/23]	Sample [480/750]	Loss: 1.631021	ClaTraAcc: 30.68%	CalValAcc: 26.67%	RegTraAcc: 98.58%	RegValAcc: 96.00%
Epoch [3/150]	Batch [20/23]	Sample [640/750]	Loss: 1.634352	ClaTraAcc: 31.64%	CalValAcc: 29.33%	RegTraAcc: 98.24%	RegValAcc: 96.00%
Epoch [3/150]	Batch [23/23]	Sample [750/750]	Loss: 1.616586	ClaTraAcc: 33.18%	CalValAcc: 29.33%	RegTraAcc: 97.92%	RegValAcc: 96.00%
Epoch [4/150]	Batch [5/23]	Sample [160/750]	Loss: 1.611708	ClaTraAcc: 56.25%	CalValAcc: 33.33%	RegTraAcc: 100.00%	RegValAcc: 97.33%
Epoch [4/150]	Batch [10/23]	Sample [320/750]	Loss: 1.609183	ClaTraAcc: 39.06%	CalValAcc: 41.33%	RegTraAcc: 97.92%	RegValAcc: 96.00%
Epoch [4/150]	Batch [15/23]	Sample [480/750]	Loss: 1.616712	ClaTraAcc: 36.93%	CalValAcc: 41.33%	RegTraAcc: 97.73%	RegValAcc: 96.00%
Epoch [4/150]	Batch [20/23]	Sample [640/750]	Loss: 1.615577	ClaTraAcc: 37.30%	CalValAcc: 40.00%	RegTraAcc: 97.66%	RegValAcc: 97.33%
Epoch [4/150]	Batch [23/23]	Sample [750/750]	Loss: 1.584081	ClaTraAcc: 38.39%	CalValAcc: 45.33%	RegTraAcc: 97.92%	RegValAcc: 97.33%
